status,orgao,origem,tipoMeio,generoDocumental,categoria,tipoDocumento,numeroDocumento,processoOriginario,numeroAntigo,dataAbrangente,descricaoDocumento,partes,documentosRelacionadosIds,palavrasChave,dataArquivamento,quantidadeVolumes,quantidadeApensos,apensos,totalMidias,midias,digitalizado,tipoBaixa,dataBaixa,tipoPlanoClassificacao,codigoClassificacaoArquivistica,alteracaoDestinacaoFinal,necessidadeReclassificacao,segredoJustica,grauSigilo,codigosCaixa,codigoAtoM,observacoesGerais,codigoClassificacaoJudicialId,reuCondenado,numeroListagemEliminacao,numeroDocumentoTransferencia
Arquivado,TRF2,"Origem Teste 1","Não digital",Textual,"Processo Judicial","Ação Teste","DOC-TESTE-009",,"","01/02/2020","Documento de teste número 9 para popular a base de dados do acervo.","[]",,,2020-02-01T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Judicial,"020.1","Não Alterar","Não","Não",Ostensivo,"CX-T-009","ATOM009",,,,,,
Arquivado,SJRJ,"Origem Teste 2",Digital,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-010",,"","02/03/2019","Documento de teste número 10 para popular a base de dados do acervo.","[]",,,2019-03-02T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"030.5","Não Alterar","Não","Não",Ostensivo,"CX-T-010","ATOM010",,,,,,
Arquivado,SJES,"Origem Teste 3",Híbrido,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-011",,"","03/04/2018","Documento de teste número 11 para popular a base de dados do acervo.","[]",,,2018-04-03T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"045.2","Não Alterar","Não","Não",Ostensivo,"CX-T-011","ATOM011",,,,,,
Arquivado,TRF2,"Origem Teste 4","Não digital",Textual,"Processo Judicial","Ação Teste","DOC-TESTE-012",,"","04/05/2017","Documento de teste número 12 para popular a base de dados do acervo.","[]",,,2017-05-04T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Judicial,"020.1","Não Alterar","Não","Não",Ostensivo,"CX-T-012","ATOM012",,CJ001,,,,
Arquivado,SJRJ,"Origem Teste 5",Digital,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-013",,"","05/06/2016","Documento de teste número 13 para popular a base de dados do acervo.","[]",,,2016-06-05T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"030.5","Não Alterar","Não","Não",Ostensivo,"CX-T-013","ATOM013",,,,,,
Arquivado,SJES,"Origem Teste 6",Híbrido,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-014",,"","06/07/2015","Documento de teste número 14 para popular a base de dados do acervo.","[]",,,2015-07-06T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"045.2","Não Alterar","Não","Não",Ostensivo,"CX-T-014","ATOM014",,,,,,
Arquivado,TRF2,"Origem Teste 7","Não digital",Textual,"Processo Judicial","Ação Teste","DOC-TESTE-015",,"","07/08/2014","Documento de teste número 15 para popular a base de dados do acervo.","[]",,,2014-08-07T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Judicial,"020.1","Não Alterar","Não","Não",Ostensivo,"CX-T-015","ATOM015",,CJ001,,,,
Arquivado,SJRJ,"Origem Teste 8",Digital,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-016",,"","08/09/2013","Documento de teste número 16 para popular a base de dados do acervo.","[]",,,2013-09-08T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"030.5","Não Alterar","Não","Não",Ostensivo,"CX-T-016","ATOM016",,,,,,
Arquivado,SJES,"Origem Teste 9",Híbrido,Textual,"Processo Administrativo","Relatório Teste","DOC-TESTE-017",,"","09/10/2012","Documento de teste número 17 para popular a base de dados do acervo.","[]",,,2012-10-09T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Administrativo,"045.2","Não Alterar","Não","Não",Ostensivo,"CX-T-017","ATOM017",,,,,,
Arquivado,TRF2,"Origem Teste 10","Não digital",Textual,"Processo Judicial","Ação Teste","DOC-TESTE-018",,"","10/11/2011","Documento de teste número 18 para popular a base de dados do acervo.","[]",,,2011-11-10T00:00:00.000Z,1,0,"[]",0,"[]","Não",,,,,Judicial,"020.1","Não Alterar","Não","Não",Ostensivo,"CX-T-018","ATOM018",,CJ001,,,,
